pagePath,region,percentScrolled,eventName,newVsReturning,city,dateHour,crashFreeUsersRate,bounceRate,engagementRate,userEngagementDuration,scrolledUsers,totalUsers,sessions
/shop,Texas,,page_view,returning,San Antonio,2023092121,1,0,1,0,0,2,2
/about,New York,90,scroll,new,New York,2023092418,1,0,1,23,1,1,1
/about,Ontario,,page_view,new,Toronto,2023092412,1,0,1,0,0,1,1
/shop,Texas,,user_engagement,returning,San Antonio,2023092121,1,0,1,2,0,1,1
/about,Texas,,page_view,new,San Antonio,2023092919,1,0,1,0,0,1,1
/about,Texas,,page_view,returning,San Antonio,2023092313,1,0,1,0,0,1,1
/about,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,1,1
/store/nm-t-shirt,Missouri,90,scroll,new,Bolivar,2023092121,1,0,1,17,1,1,1
/about,Texas,,user_engagement,returning,San Antonio,2023092313,1,0,1,15,0,1,1
/store/stickers,Texas,,page_view,returning,San Antonio,2023092121,1,0,1,0,0,1,1
/about,Texas,,user_engagement,returning,San Antonio,2023112211,1,0,1,8,0,1,1
/about,Texas,90,scroll,new,San Antonio,2023092919,1,0,1,12,1,1,1
/about,Texas,90,scroll,returning,San Antonio,2023092313,1,0,1,30,1,1,1
/,Virginia,,page_view,new,Danville,2023092123,1,0,1,0,0,1,1
/about,Texas,90,scroll,returning,San Antonio,2023112211,1,0,1,0,1,1,1
/cart,Tokyo,,page_view,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/cart,Tokyo,,user_engagement,new,Shibuya City,2023092022,1,0,1,3,0,1,1
/,California,,page_view,new,San Francisco,2023092203,1,0,1,0,0,1,1
/collections/all,Alabama,,page_view,new,Brewton,2023091108,1,1,0,0,0,1,1
/collections/all,Alabama,,user_engagement,new,Brewton,2023091108,1,1,0,7,0,1,1
/,California,,user_engagement,new,San Francisco,2023092203,1,0,1,8,0,1,1
/collections/all,California,,page_view,new,Santa Clara,2023091809,1,0,1,0,0,1,1
/,California,90,scroll,new,San Francisco,2023092203,1,0,1,0,1,1,1
/collections/all,Iowa,,first_visit,new,Audubon,2023091113,1,1,0,0,0,1,1
/collections/all,Iowa,,page_view,new,Audubon,2023091113,1,1,0,0,0,1,1
/collections/all,Iowa,,session_start,new,Audubon,2023091113,1,0,1,0,0,1,1
/collections/all,New Jersey,,page_view,new,Oradell,2023091817,1,0,1,0,0,1,1
/store,California,90,scroll,new,San Francisco,2023092203,1,0,1,0,1,1,1
/collections/all,Ohio,,page_view,new,Columbus,2023091816,1,0,1,0,0,1,1
/,Oklahoma,,user_engagement,new,Broken Arrow,2023092204,1,0,1,2,0,1,1
/collections/all,Pennsylvania,90,scroll,new,Doylestown,2023091816,1,0,1,5,1,1,1
/collections/all,Telangana,,first_visit,new,Hyderabad,2023091008,1,1,0,0,0,1,1
/,Washington,90,scroll,new,(not set),2023092204,1,0,1,0,1,1,1
/collections/all,Telangana,,session_start,new,Hyderabad,2023091008,1,0,1,0,0,1,1
/collections/all,Telangana,,user_engagement,new,Hyderabad,2023091008,1,1,0,12,0,1,1
/collections/all,Texas,,first_visit,new,San Antonio,2023091013,1,1,0,0,0,1,1
/,California,,page_view,new,Oxnard,2023092207,1,1,0,0,0,1,1
/collections/all,Texas,,page_view,new,Eastland,2023091108,1,1,0,0,0,1,1
/collections/all,Texas,,page_view,new,Houston,2023091721,1,0,1,0,0,1,1
/collections/all,Texas,,page_view,new,San Antonio,2023091013,1,1,0,0,0,1,1
/shop,Texas,90,scroll,new,Robstown,2023092207,1,0,1,3,1,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023090420,1,1,0,0,0,1,1
/store,California,,page_view,new,Los Angeles,2023092207,1,0,1,0,0,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023090619,1,1,0,0,0,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023091016,1,1,0,0,0,1,1
/,California,,page_view,new,Tulare,2023092214,1,1,0,0,0,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023091714,1,0,1,0,0,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023092312,1,0,1,0,0,1,1
/collections/all,Texas,,session_start,(not set),San Antonio,2023090503,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,(not set),San Antonio,2023090821,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,new,San Antonio,2023091013,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,returning,San Antonio,2023091015,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,returning,San Antonio,2023091016,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,returning,San Antonio,2023091112,1,1,0,0,0,1,1
/collections/all,Texas,,session_start,returning,San Antonio,2023091714,1,0,1,0,0,1,1
/collections/all,Texas,,session_start,returning,San Antonio,2023092312,1,0,1,0,0,1,1
/collections/all,Texas,,user_engagement,(not set),San Antonio,2023090503,1,1,0,0,0,1,1
/,California,90,scroll,new,Tulare,2023092214,1,1,0,0,1,1,1
/collections/all,Texas,,user_engagement,new,Corpus Christi,2023091111,1,1,0,3,0,1,1
/collections/all,Texas,,user_engagement,new,Eastland,2023091108,1,1,0,2,0,1,1
/collections/all,Texas,,user_engagement,new,Eastland,2023091113,1,1,0,4,0,1,1
/collections/all,Texas,,user_engagement,new,Houston,2023091722,1,0,1,2,0,1,1
/,Kansas,90,scroll,new,Kansas City,2023092216,1,0,1,6,1,1,1
/collections/all,Texas,,user_engagement,returning,San Antonio,2023090618,1,1,0,1,0,1,1
/collections/all,Texas,,user_engagement,returning,San Antonio,2023091015,1,1,0,0,0,1,1
/store,Florida,,page_view,new,Cutler Bay,2023092218,1,0,1,0,0,1,1
/collections/all,Texas,,user_engagement,returning,San Antonio,2023091714,1,0,1,21,0,1,1
/collections/all,Texas,,user_engagement,returning,San Antonio,2023092312,1,0,1,5,0,1,1
/collections/all,Texas,90,scroll,new,Corpus Christi,2023091111,1,1,0,0,1,1,1
/collections/all,Texas,90,scroll,new,Eastland,2023091108,1,1,0,3,1,1,1
/collections/all,Texas,90,scroll,new,Houston,2023091721,1,0,1,4,1,1,1
/collections/all,Texas,90,scroll,returning,San Antonio,2023090420,1,1,0,0,1,1,1
/collections/all,Texas,90,scroll,returning,San Antonio,2023090618,1,1,0,0,1,1,1
/collections/all,Texas,90,scroll,returning,San Antonio,2023091714,1,0,1,9,1,1,1
/store,Florida,90,scroll,new,Cutler Bay,2023092218,1,0,1,7,1,1,1
/contact-us,Delhi,,page_view,new,Delhi,2023100603,1,0,1,0,0,1,1
/contact-us,Delhi,,user_engagement,new,Delhi,2023100603,1,0,1,7,0,1,1
/contact-us,Delhi,90,scroll,new,Delhi,2023100603,1,0,1,3,1,1,1
/,Virginia,90,scroll,new,Dulles,2023092220,1,0,1,0,1,1,1
/contact-us,Texas,,page_view,returning,San Antonio,2023092313,1,0,1,0,0,1,1
/,Washington,,page_view,new,Seattle,2023092220,1,1,0,0,0,1,1
/contact-us,Texas,,page_view,returning,San Antonio,2023112211,1,0,1,0,0,1,1
/contact-us,Texas,,user_engagement,new,San Antonio,2023092919,1,0,1,5,0,1,1
/,Illinois,90,scroll,new,Chicago,2023092303,1,0,1,0,1,1,1
/contact-us,Texas,,user_engagement,returning,San Antonio,2023092314,1,0,1,197,0,1,1
/contact-us,Texas,,user_engagement,returning,San Antonio,2023112211,1,0,1,5,0,1,1
/store,Illinois,90,scroll,new,Chicago,2023092303,1,0,1,18,1,1,1
/contact-us,Texas,90,scroll,returning,San Antonio,2023092313,1,0,1,0,1,1,1
/contact-us,Texas,90,scroll,returning,San Antonio,2023092314,1,0,1,0,1,1,1
/,(not set),,page_view,new,(not set),2023092309,1,1,0,0,0,5,5
/pages/contact,Delhi,,user_engagement,(not set),Delhi,2023090718,1,1,0,8,0,1,1
/pages/contact,Texas,,page_view,new,Corpus Christi,2023091111,1,1,0,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092311,1,0,1,0,0,1,1
/pages/contact,Texas,,page_view,new,Eastland,2023091113,1,1,0,0,0,1,1
/pages/contact,Texas,,page_view,returning,San Antonio,2023091714,1,0,1,0,0,1,2
/,Texas,,user_engagement,returning,San Antonio,2023092311,1,0,1,1,0,1,1
/pages/contact,Texas,,user_engagement,new,Eastland,2023091108,1,1,0,2,0,1,1
/pages/contact,Texas,,user_engagement,returning,San Antonio,2023091714,1,0,1,9,0,1,2
/store,Texas,,page_view,returning,San Antonio,2023092311,1,0,1,0,0,1,1
/pages/contact,Texas,90,scroll,new,Eastland,2023091108,1,1,0,9,1,1,1
/pages/contact,Texas,90,scroll,new,Eastland,2023091113,1,1,0,2,1,1,1
/store/hoodies,Texas,,page_view,returning,San Antonio,2023092311,1,0,1,0,0,1,1
/store/br-hat,Pennsylvania,,page_view,new,McCandless,2023091817,1,0,1,0,0,1,1
/store/stickers,Texas,90,scroll,returning,San Antonio,2023092311,1,0,1,0,1,1,1
/store/hat,Texas,,page_view,new,San Antonio,2023091615,1,0,1,0,0,1,1
/store/hat,Texas,,page_view,returning,San Antonio,2023091021,1,1,0,0,0,1,1
/,Texas,90,scroll,returning,San Antonio,2023092312,1,0,1,2,1,1,1
/store/hat,Texas,,session_start,returning,San Antonio,2023091100,1,1,0,0,0,1,1
/store/hat,Texas,,session_start,returning,San Antonio,2023091119,1,0,1,0,0,1,1
/store/hat,Texas,,session_start,returning,San Antonio,2023091612,1,1,0,0,0,1,1
/store/hat,Texas,,user_engagement,returning,San Antonio,2023091100,1,1,0,0,0,1,1
/store/hat,Texas,,user_engagement,returning,San Antonio,2023091612,1,1,0,0,0,1,1
/collections/all,Texas,90,scroll,returning,San Antonio,2023092312,1,0,1,0,1,1,1
/store/hat,Texas,,view_item,new,San Antonio,2023091615,1,0,1,0,0,1,1
/store/hat,Texas,,view_item,returning,San Antonio,2023091021,1,1,0,0,0,1,1
/shop,Texas,,user_engagement,returning,San Antonio,2023092312,1,0,1,3,0,1,1
/store/hat,Texas,90,scroll,new,San Antonio,2023091615,1,0,1,0,1,1,1
/store/hat,Texas,90,scroll,returning,San Antonio,2023091021,1,1,0,5,1,1,1
/store/hat,Texas,90,scroll,returning,San Antonio,2023091119,1,1,0,9,1,1,1
/shop,Texas,90,scroll,returning,San Antonio,2023092312,1,0,1,0,1,1,1
/store/stickers,Texas,,session_start,returning,San Antonio,2023090619,1,1,0,0,0,1,1
/store/stickers,Texas,,user_engagement,returning,San Antonio,2023090619,1,1,0,0,0,1,1
/store/stickers,Texas,,view_item,returning,San Antonio,2023090618,1,1,0,0,0,1,1
/contact-us,Texas,,user_engagement,returning,San Antonio,2023092313,1,0,1,14,0,1,1
/store/t-shirt,Texas,,page_view,new,San Antonio,2023091806,1,0,1,0,0,1,1
/store/t-shirt,Texas,,view_item,new,San Antonio,2023091806,1,0,1,0,0,1,1
/store/tshirt,Texas,,page_view,returning,San Antonio,2023090413,1,1,0,0,0,1,1
/store/tshirt,Texas,,page_view,returning,San Antonio,2023090420,1,1,0,0,0,1,1
/store/tshirt,Texas,,session_start,returning,San Antonio,2023090415,1,1,0,0,0,1,1
/store/tshirt,Texas,,user_engagement,returning,San Antonio,2023090415,1,1,0,0,0,1,1
/about,Texas,,user_engagement,returning,San Antonio,2023092314,1,0,1,2,0,1,1
/store/tshirt,Texas,,view_item,returning,San Antonio,2023090413,1,1,0,0,0,1,1
/about,Texas,90,scroll,returning,San Antonio,2023092314,1,0,1,0,1,1,1
/store/tshirt,Texas,90,scroll,returning,San Antonio,2023090413,1,1,0,0,1,1,1
/contact-us,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,1,1
/settings/connected-accounts,Texas,,page_view,returning,San Antonio,2023112119,1,0,1,0,0,1,1
/settings/connected-accounts,Texas,,session_start,returning,San Antonio,2023112119,1,0,1,0,0,1,1
/settings/connected-accounts,Texas,90,scroll,returning,San Antonio,2023112119,1,0,1,0,1,1,1
/shop,Missouri,,page_view,new,Bolivar,2023092121,1,0,1,0,0,1,1
/store,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,2,2
/shop,Missouri,90,scroll,new,Bolivar,2023092121,1,0,1,2,1,1,1
/shop,Oklahoma,,first_visit,new,Perry,2023092121,1,0,1,0,0,1,1
/store/hats,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,1,1
/shop,Oklahoma,,session_start,new,Perry,2023092121,1,0,1,0,0,1,1
/shop,Oklahoma,90,scroll,new,Perry,2023092121,1,0,1,9,1,1,1
/shop,Texas,,first_visit,new,Robstown,2023092207,1,0,1,0,0,1,1
/shop,Texas,,page_view,new,Robstown,2023092207,1,0,1,0,0,1,1
/store/hats,Texas,90,scroll,returning,San Antonio,2023092314,1,0,1,1,1,1,1
/shop,Texas,,page_view,returning,San Antonio,2023092220,1,0,1,0,0,1,1
/shop,Texas,,page_view,returning,San Antonio,2023092312,1,0,1,0,0,1,1
/store/hoodies,Texas,,user_engagement,returning,San Antonio,2023092314,1,0,1,2,0,1,1
/shop,Texas,,page_view,returning,San Antonio,2023092321,1,0,1,0,0,1,1
/shop,Texas,,session_start,new,Robstown,2023092207,1,0,1,0,0,1,1
/shop,Texas,,session_start,returning,San Antonio,2023092121,1,0,1,0,0,1,1
/shop,Texas,,session_start,returning,San Antonio,2023092220,1,0,1,0,0,1,1
/shop,Texas,,session_start,returning,San Antonio,2023092317,1,0,1,0,0,1,1
/shop,Texas,,user_engagement,new,Robstown,2023092207,1,0,1,14,0,1,1
/store/t-shirts,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,1,1
/shop,Texas,,user_engagement,returning,San Antonio,2023092220,1,0,1,12,0,1,1
/store,California,,user_engagement,new,Anaheim,2023092315,1,0,1,4,0,1,1
/shop,Texas,,user_engagement,returning,San Antonio,2023092321,1,0,1,10,0,1,1
/store/hats,California,,page_view,new,Anaheim,2023092315,1,0,1,0,0,1,1
/shop,Texas,90,scroll,returning,San Antonio,2023092121,1,0,1,5,2,2,2
/shop,Texas,90,scroll,returning,San Antonio,2023092220,1,0,1,5,1,1,1
/store/t-shirts,California,,user_engagement,new,Anaheim,2023092315,1,0,1,7,0,1,1
/shop,Texas,90,scroll,returning,San Antonio,2023092317,1,0,1,0,1,1,1
/,Texas,,page_view,returning,San Antonio,2023092316,1,0,1,0,0,1,1
/store/nm-t-shirt,Missouri,,page_view,new,Bolivar,2023092121,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092317,1,0,1,0,0,1,1
/store/nm-t-shirt,Texas,,session_start,(not set),Industry,2023092200,1,1,0,0,0,1,1
/store/nm-t-shirt,Texas,,user_engagement,(not set),Industry,2023092200,1,1,0,0,0,1,1
/store,California,,first_visit,new,Sacramento,2023112211,1,0,1,0,0,1,1
/store,California,,page_view,new,Anaheim,2023092315,1,0,1,0,0,1,1
/shop,Texas,,page_view,returning,San Antonio,2023092317,1,0,1,0,0,1,1
/store,California,,page_view,new,Compton,2023112220,1,0,1,0,0,1,1
/,Pennsylvania,,page_view,new,Pittsburgh,2023092318,1,0,1,0,0,1,1
/store,California,,page_view,new,Los Angeles,2023092415,1,0,1,0,0,1,1
/store,California,,page_view,new,Los Angeles,2023112318,1,0,1,0,0,1,1
/store,California,,page_view,new,Pico Rivera,2023092413,1,0,1,0,0,1,1
/store,California,,page_view,new,Pittsburg,2023092115,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092321,1,0,1,0,0,1,1
/store,California,,page_view,new,San Francisco,2023092203,1,0,1,0,0,1,1
/store,California,,page_view,new,San Francisco,2023092308,1,0,1,0,0,1,1
/store,California,,session_start,new,Sacramento,2023112211,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092321,1,0,1,5,0,1,1
/store,California,,user_engagement,new,Compton,2023112220,1,0,1,3,0,1,1
/store,California,,user_engagement,new,Los Angeles,2023092415,1,0,1,3,0,1,1
/shop,Texas,90,scroll,returning,San Antonio,2023092321,1,0,1,0,1,1,1
/store,California,,user_engagement,new,Pittsburg,2023092115,1,0,1,3,0,1,1
/store,California,,user_engagement,new,San Francisco,2023092203,1,0,1,12,0,1,1
/store,California,,user_engagement,new,San Francisco,2023092308,1,0,1,4,0,1,1
/store,California,90,scroll,new,Anaheim,2023092315,1,0,1,25,1,1,1
/store,California,90,scroll,new,Carlsbad,2023092022,1,0,1,20,1,1,1
/store,Texas,90,scroll,returning,San Antonio,2023092321,1,0,1,12,1,1,1
/store,California,90,scroll,new,Los Angeles,2023092207,1,0,1,7,1,1,1
/store,California,90,scroll,new,Los Angeles,2023092415,1,0,1,8,1,1,1
/,Hawaii,,page_view,new,Honolulu,2023092323,1,0,1,0,0,1,1
/store,California,90,scroll,new,Pico Rivera,2023092413,1,0,1,14,1,1,1
/store,Hawaii,90,scroll,new,Honolulu,2023092323,1,0,1,10,1,1,1
/store,California,90,scroll,new,Sacramento,2023112211,1,0,1,25,1,1,1
/store/t-shirts,Hawaii,,user_engagement,new,Honolulu,2023092323,1,0,1,8,0,1,1
/store,California,90,scroll,new,San Francisco,2023092308,1,0,1,20,1,1,1
/,California,,page_view,new,Anaheim,2023092402,1,1,0,0,0,1,1
/store,Colorado,,user_engagement,new,Aurora,2023091920,1,0,1,20,0,1,1
/store,Colorado,90,scroll,new,Aurora,2023091920,1,0,1,6,1,1,1
/,South Carolina,,page_view,new,Columbia,2023092405,1,0,1,0,0,1,1
/store,Florida,,page_view,new,Ruskin,2023092005,1,0,1,0,0,1,1
/store,Florida,,page_view,new,St. Cloud,2023092415,1,0,1,0,0,1,1
/store,Texas,,page_view,(not set),San Antonio,2023092408,1,1,0,0,0,1,1
/store,Florida,90,scroll,new,Ruskin,2023092005,1,0,1,10,1,1,1
/store,Georgia,,page_view,new,Atlanta,2023092117,1,0,1,0,0,1,1
/about,Ontario,90,scroll,new,Toronto,2023092412,1,0,1,33,1,1,1
/store,Georgia,,user_engagement,new,Atlanta,2023092117,1,0,1,14,0,1,1
/store,Georgia,90,scroll,new,Atlanta,2023092117,1,0,1,0,1,1,1
/store,Ontario,,page_view,new,Toronto,2023092412,1,0,1,0,0,1,1
/store,Hawaii,,page_view,new,Honolulu,2023092323,1,0,1,0,0,1,1
/store,Hawaii,,user_engagement,new,Honolulu,2023092323,1,0,1,13,0,1,1
/store,California,,user_engagement,new,Pico Rivera,2023092413,1,0,1,2,0,1,1
/store,Illinois,,page_view,new,Chicago,2023092303,1,0,1,0,0,1,1
/store,Illinois,,page_view,new,Sparta,2023092919,1,0,1,0,0,1,1
